Price,Beds,Baths,Area,Pets,Street,City,Region,Zip
"$3,915 ",1 bed,1 bath,944 sqft,OK Pets,"6 Peter Cooper Rd Unit 06E,                  ",Manhattan,NY,10010
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$2,450 ",0 bed,1 bath,Data Not Found,OK Pets,"230 Riverside Dr Apt 2F,                  ",New York,NY,10025
"$2,900 ",2 bed,1 bath,Data Not Found,OK Pets,"155A W 9th St Apt 2,                  ",Brooklyn,NY,11231
"$9,800 ",4 bed,4 bath,"2,400 sqft",NO,"557 Third Ave Unit 3A,                  ",New York,NY,10016
"$9,000 ",2 bed,2 bath,"1,490 sqft",NO,"146 W 57th St Apt 75C,                  ",New York,NY,10019
"$2,100 ",3 bed,2 bath,"1,134 sqft",NO,"106-35 Union Hall St,                  ",Jamaica,NY,11433
"$3,830 ",2 bed,2 bath,Data Not Found,OK Pets,"265 W 81st St Apt 6D,                  ",New York,NY,10024
"$4,365 ",2 bed,2 bath,996 sqft,NO,"125 Parkside Ave Unit 3C,                  ",Brooklyn,NY,11226
"$7,371 ",3 bed,2 bath,Data Not Found,OK Pets,"145 Clinton St Apt 14C,                  ",New York,NY,10002
"$4,218 ",1 bed,1 bath,651 sqft,OK Pets,"777 Sixth Ave Unit 7G,                  ",New York,NY,10011
"$7,000 ",2 bed,2 bath,"1,075 sqft",OK Pets,"200 E 87th St Apt 15M,                  ",New York,NY,10128
"$2,200 ",1 bed,1 bath,875 sqft,OK Pets,"160 Ocean Pkwy Apt 5F,                  ",New York,NY,11218
"$3,095 ",3 bed,1.5 bath,"1,110 sqft",OK Pets,"1370 Saint Nicholas Ave Unit 5RH,                  ",New York,NY,10033
"$4,795 ",1 bed,2 bath,Data Not Found,NO,"310 Greenwich St Apt 27E,                  ",New York,NY,10013
"$5,195 ",2 bed,1 bath,Data Not Found,NO,"310 Greenwich St Apt 30E,                  ",New York,NY,10013
"$12,746 ",3 bed,3 bath,"1,877 sqft",OK Pets,"160 Riverside Blvd Apt 35A,                  ",New York,NY,10069
"$3,995 ",2 bed,1 bath,Data Not Found,OK Pets,"437 W 53rd St Apt 2B,                  ",New York,NY,10019
"$3,595 ",1 bed,1 bath,715 sqft,OK Pets,"120 Greenwich St Apt 4C,                  ",New York,NY,10006
"$6,845 ",2 bed,2 bath,"1,075 sqft",OK Pets,"450 W 42nd St Apt 41D,                  ",New York,NY,10036
"$5,189 ",1 bed,1.5 bath,853 sqft,NO,"245 E 40th St Apt 23C,                  ",New York,NY,10016
"$4,425 ",1 bed,1 bath,750 sqft,NO,"141 E 33rd St Apt 12D,                  ",New York,NY,10016
"$13,390 ",1 bed,2 bath,"1,425 sqft",OK Pets,"157 W 57th St Apt 35E,                  ",New York,NY,10019
"$7,600 ",2 bed,2 bath,"1,500 sqft",NO,"350 Albany St Unit 10BC,                  ",New York,NY,10280
"$2,100 ",2 bed,2 bath,Data Not Found,NO,"344 Thomas S Boyland St Unit 2,                  ",Brooklyn,NY,11233
"$3,419 ",1 bed,1 bath,665 sqft,OK Pets,"235 W 48th St Apt 43D,                  ",New York,NY,10036
"$2,563 ",0 bed,1 bath,516 sqft,NO,"4545 Center Blvd Apt 3217,                  ",Queens,NY,11109
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$3,900 ",1 bed,1 bath,628 sqft,OK Pets,"47-05 Center Blvd Unit 2510,                  ",Queens,NY,11109
"$5,500 ",2 bed,2 bath,"1,194 sqft",OK Pets,"206 Front St Apt 5A,                  ",Brooklyn,NY,11201
"$2,000 ",2 bed,1 bath,750 sqft,NO,"217 73rd St Unit 3,                  ",Brooklyn,NY,11209
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$4,670 ",2 bed,2 bath,Data Not Found,NO,"4545 Center Blvd Apt 602,                  ",Queens,NY,11109
"$5,583 ",3 bed,3 bath,Data Not Found,NO,"4545 Center Blvd Apt 1721,                  ",Queens,NY,11109
"$3,438 ",1 bed,1 bath,Data Not Found,NO,"4545 Center Blvd Apt 3905,                  ",Queens,NY,11109
"$2,563 ",0 bed,1 bath,Data Not Found,NO,"4545 Center Blvd Apt 3803,                  ",Queens,NY,11109
"$2,563 ",0 bed,1 bath,534 sqft,NO,"4545 Center Blvd Apt 2103,                  ",Queens,NY,11109
"$5,500 ",2 bed,2 bath,"1,600 sqft",NO,"37 W 95th St Unit Lowdpx,                  ",New York,NY,10025
"$3,483 ",1 bed,1 bath,650 sqft,OK Pets,"235 W 48th St Apt 17C,                  ",New York,NY,10036
"$3,495 ",1 bed,1 bath,Data Not Found,OK Pets,"360 W 55th St Apt 2A,                  ",New York,NY,10019
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$3,850 ",2 bed,2 bath,"1,042 sqft",NO,"440 E 78th St Apt 3D,                  ",New York,NY,10075
"$3,749 ",1 bed,2 bath,800 sqft,NO,"167 E 90th St Apt 5A,                  ",New York,NY,10128
"$2,495 ",1 bed,1 bath,508 sqft,NO,"148 W 68th St Apt 1F,                  ",New York,NY,10023
"$2,850 ",1 bed,1 bath,608 sqft,NO,"301 E 38th St Apt 4E,                  ",New York,NY,10016
"$4,295 ",2 bed,2 bath,"1,250 sqft",NO,"235 E 46th St Apt 3K,                  ",New York,NY,10017
"$2,850 ",1 bed,1 bath,610 sqft,NO,"58 W 56th St Unit 40,                  ",New York,NY,10019
"$3,195 ",2 bed,1 bath,750 sqft,NO,"210 E 83rd St Apt 1C,                  ",New York,NY,10028
"$2,295 ",0 bed,1 bath,Data Not Found,NO,"224 Sullivan St Apt E2,                  ",New York,NY,10012
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$9,000 ",5 bed,2 bath,"1,350 sqft",OK Pets,"350 3rd Ave Apt 1A,                  ",New York,NY,10010
"$3,933 ",1 bed,1 bath,Data Not Found,OK Pets,"795 Columbus Ave Apt 9K,                  ",New York,NY,10025
"$6,500 ",3 bed,2 bath,"1,550 sqft",NO,"70 W 95th St Apt 2D,                  ",New York,NY,10025
"$3,195 ",2 bed,1 bath,Data Not Found,NO,"238 E 36th St Apt 1B,                  ",New York,NY,10016
"$2,900 ",0 bed,1 bath,650 sqft,NO,"15 E 94th St Apt 3A,                  ",New York,NY,10128
"$4,500 ",2 bed,1 bath,"1,168 sqft",NO,"400 E 89th St Unit 4X,                  ",New York,NY,10128
"$2,995 ",2 bed,1 bath,740 sqft,NO,"419 W 47th St Unit 62,                  ",New York,NY,10036
"$29,795 ",4 bed,4 bath,"2,261 sqft",NO,"456 Washington St Unit 290808B,                  ",New York,NY,10013
"$6,112 ",2 bed,1 bath,Data Not Found,OK Pets,"805 Columbus Ave Unit 7,                  ",New York,NY,10025
"$7,495 ",2 bed,2 bath,Data Not Found,OK Pets,"70 Pine St Apt 2509,                  ",New York,NY,10005
"$2,575 ",1 bed,1 bath,575 sqft,NO,"24 Clinton St Unit 19,                  ",New York,NY,10002
"$5,995 ",3 bed,2 bath,"1,200 sqft",OK Pets,"184 Lexington Ave Unit 8BBB,                  ",New York,NY,10016
"$2,300 ",0 bed,1 bath,495 sqft,NO,"146 W 17th St Apt 4D,                  ",New York,NY,10011
"$2,500 ",0 bed,1 bath,404 sqft,NO,"59 W 8th St Apt 4A,                  ",New York,NY,10011
"$3,300 ",2 bed,1 bath,748 sqft,NO,"17 Saint Marks Pl Apt 12,                  ",New York,NY,10003
"$5,050 ",1 bed,1 bath,900 sqft,OK Pets,"55 W 14th St Unit B,                  ",New York,NY,10011
"$3,450 ",1 bed,1 bath,750 sqft,OK Pets,"48 E 66th St Apt 3R,                  ",New York,NY,10065
"$3,550 ",1 bed,1 bath,800 sqft,NO,"320 E 54th St Apt 6E,                  ",New York,NY,10022
"$3,184 ",0 bed,1 bath,Data Not Found,OK Pets,"10 Hanover Sq Ph X,                  ",New York,NY,10005
"$10,170 ",3 bed,2 bath,Data Not Found,OK Pets,"125 W 31st St Unit Phbc,                  ",New York,NY,10001
"$2,250 ",0 bed,1 bath,Data Not Found,OK Pets,"166 E 55th St Unit 3F,                  ",New York,NY,10022
"$4,295 ",1 bed,1 bath,850 sqft,OK Pets,"50 E 78th St Apt 5D,                  ",New York,NY,10075
"$5,000 ",2 bed,3 bath,"1,106 sqft",OK Pets,"717 Madison Ave Apt 5B,                  ",New York,NY,10065
"$2,350 ",1 bed,1 bath,Data Not Found,OK Pets,"518 E 80th St Unit 6,                  ",New York,NY,10075
"$4,995 ",2 bed,2 bath,"1,018 sqft",NO,"225 E 70th St Apt 5E,                  ",New York,NY,10021
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$2,245 ",0 bed,1 bath,498 sqft,OK Pets,"461 W 44th St Apt 4C,                  ",New York,NY,10036
"$5,000 ",2 bed,3 bath,"1,106 sqft",OK Pets,"717 Madison Ave Apt 5B,                  ",New York,NY,10065
"$1,995 ",0 bed,1 bath,Data Not Found,NO,"33 E 95th St Unit 36,                  ",New York,NY,10128
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$4,195 ",1 bed,1 bath,800 sqft,NO,"201 E 12th St Apt 208,                  ",New York,NY,10003
"$6,250 ",4 bed,2.5 bath,"1,345 sqft",NO,"313 E 93rd St Apt 1C,                  ",New York,NY,10128
"$4,600 ",3 bed,1 bath,911 sqft,NO,"159 Second Ave Unit 0,                  ",New York,NY,10009
"$5,000 ",2 bed,1 bath,"1,100 sqft",NO,"201 E 12th St Apt 513,                  ",New York,NY,10003
"$3,077 ",2 bed,1 bath,800 sqft,NO,"135 E 50th St Apt 5H,                  ",New York,NY,10022
"$3,200 ",1 bed,1.5 bath,785 sqft,OK Pets,"240 E 78th St Apt H,                  ",New York,NY,10075
"$9,412 ",3 bed,2.5 bath,Data Not Found,OK Pets,"795 Columbus Ave Apt 14C,                  ",New York,NY,10025
"$2,595 ",1 bed,1 bath,Data Not Found,NO,"200 W 109th St Apt B8,                  ",New York,NY,10025
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$2,300 ",0 bed,1 bath,500 sqft,NO,"117 E 37th St Apt 4B,                  ",New York,NY,10016
"$4,650 ",1 bed,1 bath,700 sqft,OK Pets,"25 E 10th St Unit 68F,                  ",New York,NY,10003
"$3,695 ",2 bed,1 bath,Data Not Found,NO,"310 E 19th St Apt 5,                  ",New York,NY,10003
"$7,240 ",2 bed,2 bath,Data Not Found,OK Pets,"200 W 63rd St Unit 319,                  ",New York,NY,10023
"$2,950 ",0 bed,1 bath,Data Not Found,OK Pets,"150 E 34th St Apt 307,                  ",New York,NY,10016
"$8,150 ",3 bed,2 bath,"1,400 sqft",OK Pets,"247 W 87th St Unit 888A,                  ",New York,NY,10024
"$7,500 ",2 bed,2 bath,"1,200 sqft",OK Pets,"134 E 61st St Unit 7,                  ",New York,NY,10065
"$4,300 ",3 bed,2 bath,"1,098 sqft",NO,"150 E 91st St Apt 32,                  ",New York,NY,10128
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$3,100 ",2 bed,1 bath,868 sqft,NO,"230 E 87th St Apt 5A,                  ",New York,NY,10128
"$2,400 ",1 bed,1 bath,565 sqft,NO,"337 E 21st St Unit 3R,                  ",New York,NY,10010
"$6,000 ",1 bed,1 bath,"1,000 sqft",OK Pets,"145 Fourth Ave Unit 992A,                  ",New York,NY,10003
"$3,495 ",1 bed,1 bath,612 sqft,NO,"105 Sullivan St Apt 5B,                  ",New York,NY,10012
"$2,565 ",3 bed,1 bath,Data Not Found,NO,"540 W 189th St Unit A5,                  ",Manhattan,NY,10040
"$2,000 ",1 bed,1 bath,Data Not Found,NO,"611 W 177th St Unit 5C,                  ",Manhattan,NY,10033
"$3,000 ",3 bed,1 bath,Data Not Found,NO,"39 Argyle Rd Apt 2A,                  ",Brooklyn,NY,11218
"$2,750 ",2 bed,1 bath,Data Not Found,NO,"337 W 138th St Apt 4F,                  ",Nyc,NY,10030
"$2,100 ",2 bed,1 bath,Data Not Found,NO,"137 W 145th St Apt 3,                  ",Manhattan,NY,10039
"$2,750 ",3 bed,1 bath,Data Not Found,OK Pets,"26 Post Ave Apt 54,                  ",Manhattan,NY,10034
"$2,050 ",2 bed,1 bath,Data Not Found,NO,"515 W 171st St Apt 64,                  ",Manhattan,NY,10032
"$3,000 ",3 bed,1 bath,Data Not Found,NO,"3850 Broadway Unit 54,                  ",Manhattan,NY,10032
"$2,900 ",3 bed,1.5 bath,Data Not Found,NO,"118 E 102nd St Apt 1C,                  ",Manhattan,NY,10029
"$2,650 ",2 bed,1 bath,Data Not Found,NO,"545 Edgecombe Ave Apt 1B,                  ",Manhattan,NY,10032
"$3,000 ",2 bed,2 bath,Data Not Found,NO,"113 W 130th St Unit 3,                  ",Manhattan,NY,10027
"$1,650 ",1 bed,1 bath,Data Not Found,NO,"2605 Marion Ave Apt 1B,                  ",Bronx,NY,10458
"$2,735 ",3 bed,1 bath,Data Not Found,NO,"539 W 155th St Unit 40,                  ",Manhattan,NY,10032
"$1,775 ",1 bed,1 bath,Data Not Found,OK Pets,"15 Wadsworth Ave Apt 1A,                  ",Manhattan,NY,10033
"$2,200 ",2 bed,1 bath,Data Not Found,NO,"58 E 130th St Apt 5C,                  ",Manhattan,NY,10037
"$3,400 ",2 bed,2 bath,Data Not Found,NO,"168 W 130th St Apt 3,                  ",Manhattan,NY,10027
"$1,850 ",1 bed,1 bath,Data Not Found,NO,"111 Ellwood St Apt 5E,                  ",Manhattan,NY,10040
"$2,595 ",2 bed,1 bath,Data Not Found,NO,"66 St Nicholas Pl Unit 65B,                  ",Manhattan,NY,10032
"$2,199 ",2 bed,1 bath,Data Not Found,NO,"2918 Frederick Douglass Blvd Unit 03B,                  ",Manhattan,NY,10039
"$2,678 ",3 bed,1 bath,Data Not Found,NO,"3750 Broadway Apt 65,                  ",Manhattan,NY,10032
"$3,665 ",4 bed,2 bath,Data Not Found,OK Pets,"815 W 180th St Apt 44,                  ",Manhattan,NY,10033
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$1,675 ",0 bed,1 bath,Data Not Found,NO,"60 W 142nd St Apt 7R,                  ",Manhattan,NY,10037
"$5,995 ",2 bed,2 bath,Data Not Found,NO,"475 Clermont Ave Apt 719,                  ",Brooklyn,NY,11238
"$2,015 ",1 bed,1 bath,Data Not Found,NO,"15 W 139th St Unit O6C,                  ",New York,NY,10037
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$4,500 ",1 bed,1 bath,700 sqft,NO,"1 Irving Pl Apt V7I,                  ",New York,NY,10003
"$5,350 ",1 bed,2 bath,"1,282 sqft",NO,"27 28 Thomson Ave Unit 625,                  ",Queens,NY,11101
"$5,075 ",2 bed,2 bath,"1,000 sqft",NO,"275 W 96th St Apt 27B,                  ",New York,NY,10025
"$16,995 ",4 bed,5 bath,Data Not Found,NO,"340 E 64th St Unit Phbc,                  ",New York,NY,10065
"$3,600 ",1 bed,1 bath,Data Not Found,OK Pets,"2373 Broadway Apt 803,                  ",New York,NY,10024
"$2,400 ",2 bed,1 bath,Data Not Found,NO,"2028 Bleecker St Unit 1,                  ",Queens,NY,11385
"$2,795 ",2 bed,1 bath,"1,000 sqft",NO,"15 W 116th St Apt 5A,                  ",New York,NY,10026
"$4,250 ",1 bed,1.5 bath,"1,195 sqft",OK Pets,"309 2nd St Apt 1C,                  ",Brooklyn,NY,11215
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$11,995 ",3 bed,3 bath,"2,360 sqft",NO,"22 W 88th St Unit Garden,                  ",New York,NY,10024
"$8,195 ",2 bed,2 bath,Data Not Found,NO,"1214 Fifth Ave Unit 50C,                  ",New York,NY,10029
"$4,100 ",2 bed,1 bath,Data Not Found,NO,"495 Pacific St Unit 1,                  ",New York,NY,11217
"$8,000 ",2 bed,2 bath,Data Not Found,OK Pets,"808 Columbus Ave Apt 15M,                  ",New York,NY,10025
"$2,995 ",0 bed,1 bath,Data Not Found,NO,"255 W 23rd St Apt 5FE,                  ",New York,NY,10011
"$4,999 ",1 bed,1 bath,Data Not Found,NO,"100 W 31st St Apt 44L,                  ",New York,NY,10001
"$5,862 ",2 bed,2 bath,Data Not Found,OK Pets,"111 Kent Ave # 6,                  ",Brooklyn,NY,11249
"$3,200 ",1 bed,1 bath,Data Not Found,OK Pets,"788 Columbus Ave,                  ",New York,NY,10025
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$2,100 ",1 bed,1 bath,650 sqft,NO,"123 Ryerson St,                  ",Brooklyn,NY,11205
"$5,750 ",2 bed,1 bath,Data Not Found,NO,"303 W 13th St # 4,                  ",New York,NY,10014
"$5,500 ",3 bed,1 bath,Data Not Found,OK Pets,"1377 Lexington Ave Apt 3B,                  ",New York,NY,10128
"$2,500 ",0 bed,1 bath,Data Not Found,OK Pets,"333 E 30th St Apt 11E,                  ",New York,NY,10016
"$2,980 ",0 bed,1 bath,Data Not Found,NO,"43-22 Queens St Unit 525,                  ",Queens,NY,11101
"$3,015 ",0 bed,1 bath,Data Not Found,NO,"43-22 Queens St Unit 337,                  ",Queens,NY,11101
"$2,375 ",3 bed,1 bath,"1,300 sqft",NO,"39 Brighton Ave Unit 2,                  ",Staten Island,NY,10301
"$5,102 ",2 bed,2 bath,989 sqft,OK Pets,"400 W 37th St Apt 6R,                  ",New York,NY,10018
"$1,850 ",1 bed,1 bath,Data Not Found,NO,"632 E 186th St Apt 11,                  ",Bronx,NY,10458
"$2,245 ",0 bed,1 bath,535 sqft,OK Pets,"756 Myrtle Ave Unit 2GG,                  ",New York,NY,11206
"$4,200 ",1 bed,1 bath,892 sqft,OK Pets,"110 E 87th St Apt 3C,                  ",New York,NY,10128
"$4,527 ",1 bed,1 bath,Data Not Found,NO,"685-685 1st Ave Unit 6L,                  ",New York,NY,10018
"$5,224 ",1 bed,1 bath,Data Not Found,NO,"685-685 1st Ave Unit 11B,                  ",New York,NY,10018
"$4,615 ",1 bed,1 bath,Data Not Found,NO,"685-685 1st Ave Unit 5G,                  ",New York,NY,10018
"$4,298 ",1 bed,1 bath,Data Not Found,NO,"685-685 1st Ave Unit 4F,                  ",New York,NY,10018
"$5,000 ",3 bed,1 bath,Data Not Found,NO,"179 Seeley St,                  ",New York,NY,11218
"$4,200 ",1 bed,1 bath,717 sqft,OK Pets,"300 E 23rd St Apt 10H,                  ",New York,NY,10010
"$7,995 ",2 bed,2 bath,"1,706 sqft",OK Pets,"50 Bridge St Apt 610,                  ",New York,NY,11201
"$3,150 ",3 bed,2 bath,Data Not Found,OK Pets,"245 Ocean Pkwy Unit 2B,                  ",New York,NY,11218
"$3,990 ",1 bed,1 bath,876 sqft,NO,"372 Central Park W Apt 17J,                  ",Manhattan,NY,10025
"$10,000 ",4 bed,2 bath,Data Not Found,NO,"383 Grand St Apt M406,                  ",Manhattan,NY,10002
"$2,200 ",1 bed,1 bath,Data Not Found,OK Pets,"206 E 7th St Apt 5,                  ",Manhattan,NY,10009
"$8,995 ",3 bed,2.5 bath,Data Not Found,NO,"129 N 3rd St Unit 133,                  ",Brooklyn,NY,11249
"$2,200 ",3 bed,1 bath,Data Not Found,NO,"1730 Fowler Ave,                  ",Bronx,NY,10462
"$3,895 ",2 bed,2 bath,"1,064 sqft",OK Pets,"106 W 116th St Apt 5A,                  ",New York,NY,10026
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$1,650 ",1 bed,1 bath,700 sqft,OK Pets,"545 85th St Unit 18,                  ",Brooklyn,NY,11209
"$2,500 ",1 bed,1 bath,Data Not Found,NO,"1311 Pacific St Apt 204,                  ",Brooklyn,NY,11216
"$2,150 ",1 bed,1 bath,Data Not Found,NO,"640 Carroll St Unit 1DF,                  ",Brooklyn,NY,11215
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$5,995 ",3 bed,1 bath,Data Not Found,NO,"227 Mulberry St Unit 5G4,                  ",Manhattan,NY,10012
"$3,069 ",1 bed,1 bath,Data Not Found,OK Pets,"330 E 39th St Apt 7R,                  ",Manhattan,NY,10016
"$3,695 ",3 bed,2 bath,950 sqft,OK Pets,"149 4th Ave Unit F,                  ",Brooklyn,NY,11217
"$1,895 ",1 bed,1 bath,Data Not Found,OK Pets,"114 Albermarle Rd Unit A10,                  ",Brooklyn,NY,11218
"$2,500 ",0 bed,1 bath,Data Not Found,NO,"220 E 57th St Apt 16F,                  ",Manhattan,NY,10022
"$3,100 ",1 bed,1 bath,Data Not Found,OK Pets,"43 E 74th St Apt 4B,                  ",New York,NY,10021
"$4,800 ",3 bed,1 bath,Data Not Found,OK Pets,"405 E 56th St Apt 14C,                  ",New York,NY,10022
"$4,995 ",2 bed,2 bath,Data Not Found,NO,"4545 Center Blvd Unit 400K,                  ",Long Island City,NY,11109
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$2,500 ",1 bed,1 bath,Data Not Found,OK Pets,"325 E 83rd St Apt 1B,                  ",New York,NY,10028
"$3,560 ",1 bed,1 bath,Data Not Found,NO,"353 E 83rd St Apt 18C,                  ",Manhattan,NY,10028
"$3,295 ",2 bed,1 bath,Data Not Found,NO,"330 W 45th St Apt 10A,                  ",New York,NY,10036
"$2,350 ",2 bed,1 bath,Data Not Found,NO,Data Not Found,New York,NY,10013
"$2,695 ",0 bed,1 bath,Data Not Found,NO,"226 E 74th St Apt 1C,                  ",New York,NY,10021
"$2,870 ",1 bed,1 bath,Data Not Found,NO,"155 E 88th St Apt 1F,                  ",New York,NY,10128
"$2,900 ",2 bed,1 bath,Data Not Found,OK Pets,"425 E 65th St Apt 5,                  ",New York,NY,10065
"$3,195 ",1 bed,1 bath,Data Not Found,NO,"180 Berkeley Pl Apt 1D,                  ",Brooklyn,NY,11217
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$2,525 ",1 bed,1 bath,Data Not Found,NO,"286 W End Ave Apt 3B,                  ",New York,NY,10023
"$2,575 ",0 bed,1 bath,Data Not Found,OK Pets,"1510 Lexington Ave Apt 5K,                  ",New York,NY,10029
"$4,975 ",2 bed,1 bath,Data Not Found,OK Pets,"200 W 58th St Ph A,                  ",New York,NY,10019
"$5,500 ",1 bed,2 bath,822 sqft,NO,"150 Columbus Ave Apt 9E,                  ",New York,NY,10023
"$2,420 ",1 bed,1 bath,Data Not Found,OK Pets,"253 W 93rd St Apt 3S,                  ",New York,NY,10025
"$3,300 ",1 bed,1 bath,870 sqft,OK Pets,"2300 Frederick Douglass Blvd Unit 8A,                  ",New York,NY,10027
"$6,250 ",2 bed,2 bath,Data Not Found,OK Pets,"200 W 58th St Apt 2E,                  ",New York,NY,10019
"$6,500 ",1 bed,1 bath,Data Not Found,OK Pets,"160 Central Park S Unit 2511,                  ",New York,NY,10019
"$3,000 ",1 bed,1 bath,Data Not Found,OK Pets,"272 Smith St Apt 3R,                  ",Brooklyn,NY,11231
"$3,000 ",1 bed,1 bath,Data Not Found,OK Pets,"272 Smith St Apt 2F,                  ",Brooklyn,NY,11231
"$3,200 ",3 bed,1 bath,Data Not Found,OK Pets,"219 13th St Unit 22C,                  ",Brooklyn,NY,11215
"$5,500 ",1 bed,1 bath,Data Not Found,OK Pets,"329 E 6th St Apt 4,                  ",Manhattan,NY,10003
"$3,995 ",1 bed,1 bath,Data Not Found,NO,Data Not Found,New York,NY,10003
"$5,300 ",4 bed,2 bath,"1,200 sqft",NO,"103 W 27th St Unit 3,                  ",Manhattan,NY,10001
"$2,300 ",2 bed,1 bath,"1,000 sqft",NO,"69-30 52nd Dr,                  ",Maspeth,NY,11378
"$3,850 ",2 bed,1.5 bath,"1,100 sqft",NO,"633 Halsey St Apt 1,                  ",Brooklyn,NY,11233
"$3,000 ",1 bed,1 bath,524 sqft,OK Pets,"1790 Third Ave Unit 1001,                  ",New York,NY,10029
"$27,000 ",4 bed,4 bath,"3,348 sqft",OK Pets,"50 Riverside Blvd Apt 28B,                  ",New York,NY,10069
"$2,400 ",0 bed,1 bath,Data Not Found,OK Pets,"98 Riverside Dr Unit 1E,                  ",New York,NY,10024
"$2,950 ",2 bed,1 bath,849 sqft,OK Pets,"29 W 138th St Unit 6B,                  ",New York,NY,10030
"$2,300 ",2 bed,2 bath,"2,200 sqft",NO,"1230 Mace Ave,                  ",Bronx,NY,10469
"$2,600 ",4 bed,2 bath,Data Not Found,NO,"243-12 149th Ave Unit 2,                  ",Rosedale,NY,11422
"$1,950 ",1 bed,1 bath,Data Not Found,OK Pets,"359 Linden St Unit 3B,                  ",Brooklyn,NY,11237
"$2,560 ",2 bed,1 bath,Data Not Found,NO,"400 Rugby Rd Apt 4C,                  ",Brooklyn,NY,11226
"$2,295 ",0 bed,1 bath,600 sqft,OK Pets,"313 E 14th St Apt 2C,                  ",New York,NY,10003
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$5,495 ",2 bed,2 bath,"1,090 sqft",NO,"365 S End Ave Apt 2G,                  ",New York,NY,10280
"$4,080 ",1 bed,1 bath,873 sqft,OK Pets,"355 S End Ave Apt 3D,                  ",New York,NY,10280
"$4,000 ",2 bed,1.5 bath,Data Not Found,NO,"2011 Fifth Ave Unit Garden,                  ",New York,NY,10035
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$3,489 ",1 bed,1 bath,Data Not Found,OK Pets,"21 India St Apt N205,                  ",Brooklyn,NY,11222
"$6,800 ",3 bed,2 bath,Data Not Found,NO,"415 Red Hook Ln # 8D-F,                  ",Brooklyn,NY,11201
"$2,200 ",3 bed,1 bath,Data Not Found,NO,"42-06 214th Pl # Fl,                  ",Queens,NY,11361
"$5,695 ",2 bed,1 bath,Data Not Found,OK Pets,"1 N 4th Pl Apt 21I,                  ",Brooklyn,NY,11249
"$3,900 ",5 bed,2 bath,Data Not Found,NO,"107 W 126th St # 1,                  ",New York,NY,10027
"$2,864 ",0 bed,1 bath,Data Not Found,OK Pets,"21 India St Apt T2105,                  ",Brooklyn,NY,11222
"$2,800 ",3 bed,1 bath,Data Not Found,NO,"18-89 Stockholm St Unit 2,                  ",Queens,NY,11385
"$3,995 ",1 bed,1 bath,748 sqft,OK Pets,"310 1st Ave Unit 08F,                  ",Manhattan,NY,10009
Data Not Found,Data Not Found,Data Not Found,Data Not Found,NO,Data Not Found,Data Not Found,Data Not Found,Data Not Found
"$2,900 ",0 bed,1 bath,625 sqft,OK Pets,"160 W End Ave Apt 17A,                  ",New York,NY,10023
"$3,795 ",1 bed,1 bath,Data Not Found,OK Pets,"715 Washington St Apt 6,                  ",New York,NY,10014
"$6,559 ",2 bed,2 bath,Data Not Found,NO,"1 Bank St Apt 2H,                  ",New York,NY,10014
"$3,995 ",1 bed,1 bath,635 sqft,OK Pets,"310 W 52nd St Apt 12D,                  ",New York,NY,10019
